primary_vote_2016,dem_primary_vote_2016,rep_primary_vote_2016,state,pres_vote_2016,birth_year,income_group,pres_vote_2012,age,income
In the Republican primary,NA,Donald Trump,California,Donald Trump,1938,"$20,000 - $29,999",Mitt Romney,78,20000
In the Republican primary,NA,Donald Trump,Connecticut,Donald Trump,1974,"$50,000 - $59,999",Mitt Romney,42,50000
In the Democratic primary,Hillary Clinton,NA,New York,Hillary Clinton,1957,"$60,000 - $69,999",Barack Obama,59,60000
"No, not in either",NA,NA,Maryland,NA,1962,"$40,000 - $49,999",Mitt Romney,54,40000
"No, not in either",NA,NA,Rhode Island,Hillary Clinton,1962,"Less than $10,000",Barack Obama,54,0
"Not sure, don't recall",NA,NA,West Virginia,NA,1964,"$50,000 - $59,999",NA,52,50000
"No, not in either",NA,NA,South Carolina,NA,1951,"$150,000 or more",Barack Obama,65,150000
In the Republican primary,NA,Donald Trump,Tennessee,Donald Trump,1963,"$80,000 - $99,999",Mitt Romney,53,80000
"No, not in either",NA,NA,Oregon,Donald Trump,1953,"$50,000 - $59,999",Mitt Romney,63,50000
"No, not in either",NA,NA,North Carolina,Hillary Clinton,1964,"$30,000 - $39,999",Barack Obama,52,30000
In the Republican primary,NA,Ted Cruz,Missouri,Donald Trump,1962,"$80,000 - $99,999",Mitt Romney,54,80000
"No, not in either",NA,NA,Oregon,Donald Trump,1977,"$150,000 or more",Mitt Romney,39,150000
In the Republican primary,NA,Donald Trump,Florida,Donald Trump,1976,"$70,000 - $79,999",Mitt Romney,40,70000
In the Republican primary,NA,Donald Trump,Pennsylvania,Donald Trump,1940,"$60,000 - $69,999",Mitt Romney,76,60000
In the Democratic primary,Hillary Clinton,NA,Florida,Hillary Clinton,1943,"$60,000 - $69,999",Barack Obama,73,60000
In the Democratic primary,Bernie Sanders,NA,California,Donald Trump,1966,"$150,000 or more",Mitt Romney,50,150000
In the Democratic primary,Hillary Clinton,NA,Florida,Hillary Clinton,1971,"$20,000 - $29,999",Barack Obama,45,20000
In the Democratic primary,Hillary Clinton,NA,Michigan,Hillary Clinton,1944,"$30,000 - $39,999",Barack Obama,72,30000
In the Democratic primary,Bernie Sanders,NA,Pennsylvania,Hillary Clinton,1952,"$120,000 - $149,999",Barack Obama,64,120000
In the Democratic primary,Hillary Clinton,NA,Washington,Hillary Clinton,1950,"$70,000 - $79,999",Barack Obama,66,70000
"No, not in either",NA,NA,Pennsylvania,Hillary Clinton,1956,"$80,000 - $99,999",Mitt Romney,60,80000
In the Democratic primary,Hillary Clinton,NA,Ohio,Hillary Clinton,1968,"$100,000 - $119,999",Barack Obama,48,100000
In the Democratic primary,Bernie Sanders,NA,Indiana,Jill Stein,1980,"$30,000 - $39,999",Barack Obama,36,30000
In the Democratic primary,Bernie Sanders,NA,Indiana,Hillary Clinton,1940,"$20,000 - $29,999",Barack Obama,76,20000
In the Republican primary,NA,Donald Trump,Pennsylvania,Donald Trump,1969,"$60,000 - $69,999",Mitt Romney,47,60000
In the Democratic primary,Hillary Clinton,NA,Indiana,Hillary Clinton,1944,"$40,000 - $49,999",Barack Obama,72,40000
In the Republican primary,NA,Donald Trump,Pennsylvania,Donald Trump,1937,"$10,000 - $19,999",NA,79,10000
In the Democratic primary,Don't recall,NA,Wisconsin,Hillary Clinton,1963,"$20,000 - $29,999",Barack Obama,53,20000
In the Republican primary,NA,Donald Trump,California,Donald Trump,1963,"$70,000 - $79,999",Mitt Romney,53,70000
In the Republican primary,NA,Donald Trump,Arkansas,Donald Trump,1957,"$30,000 - $39,999",Mitt Romney,59,30000
In the Democratic primary,Hillary Clinton,NA,Georgia,Hillary Clinton,1965,"$40,000 - $49,999",Barack Obama,51,40000
In the Republican primary,NA,Someone else,Nebraska,Donald Trump,1945,"$100,000 - $119,999",Mitt Romney,71,100000
In the Democratic primary,Hillary Clinton,NA,New Jersey,Hillary Clinton,1987,"$40,000 - $49,999",Barack Obama,29,40000
In the Democratic primary,Bernie Sanders,NA,Maine,Donald Trump,1945,"$40,000 - $49,999",Barack Obama,71,40000
In the Democratic primary,Hillary Clinton,NA,New York,Hillary Clinton,1950,"$30,000 - $39,999",Barack Obama,66,30000
In the Democratic primary,Hillary Clinton,NA,California,NA,1950,Prefer not to say,NA,66,NA
In the Democratic primary,Bernie Sanders,NA,New York,Hillary Clinton,1990,Prefer not to say,NA,26,NA
In the Democratic primary,Bernie Sanders,NA,Massachusetts,Hillary Clinton,1968,"$80,000 - $99,999",Barack Obama,48,80000
In the Democratic primary,Bernie Sanders,NA,California,Hillary Clinton,1978,"$30,000 - $39,999",Barack Obama,38,30000
In the Democratic primary,Hillary Clinton,NA,Georgia,Hillary Clinton,1986,Prefer not to say,Barack Obama,30,NA
In the Democratic primary,Hillary Clinton,NA,Indiana,Hillary Clinton,1969,"$40,000 - $49,999",Barack Obama,47,40000
"No, not in either",NA,NA,Arizona,NA,1945,Prefer not to say,NA,71,NA
"No, not in either",NA,NA,Florida,Jill Stein,1985,Prefer not to say,Other candidate,31,NA
In the Democratic primary,Hillary Clinton,NA,Texas,Hillary Clinton,1961,"$20,000 - $29,999",Barack Obama,55,20000
"Not sure, don't recall",NA,NA,Oregon,Hillary Clinton,1965,Prefer not to say,Barack Obama,51,NA
In the Republican primary,NA,Donald Trump,Ohio,Donald Trump,1960,"$60,000 - $69,999",Other candidate,56,60000
In the Democratic primary,Hillary Clinton,NA,Arizona,Hillary Clinton,1974,"$120,000 - $149,999",Barack Obama,42,120000
"No, not in either",NA,NA,New York,Donald Trump,1975,"$100,000 - $119,999",Mitt Romney,41,100000
In the Democratic primary,Hillary Clinton,NA,Wisconsin,NA,1966,NA,Barack Obama,50,NA
In the Democratic primary,Bernie Sanders,NA,Pennsylvania,Hillary Clinton,1938,"$40,000 - $49,999",Barack Obama,78,40000
In the Democratic primary,Hillary Clinton,NA,New York,Hillary Clinton,1962,"$150,000 or more",Barack Obama,54,150000
"No, not in either",NA,NA,Florida,NA,1977,"$60,000 - $69,999",Mitt Romney,39,60000
In the Republican primary,NA,Donald Trump,Louisiana,Donald Trump,1951,"$30,000 - $39,999",Mitt Romney,65,30000
"No, not in either",NA,NA,Ohio,Hillary Clinton,1946,"$120,000 - $149,999",Barack Obama,70,120000
"No, not in either",NA,NA,North Carolina,Hillary Clinton,1979,Prefer not to say,Barack Obama,37,NA
In the Republican primary,NA,Ted Cruz,Georgia,NA,1964,"$40,000 - $49,999",Mitt Romney,52,40000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1961,"$60,000 - $69,999",Barack Obama,55,60000
In the Republican primary,NA,Ted Cruz,Massachusetts,Donald Trump,1949,NA,Mitt Romney,67,NA
In the Democratic primary,Bernie Sanders,NA,Maryland,Hillary Clinton,1984,"$40,000 - $49,999",Barack Obama,32,40000
In the Republican primary,NA,Donald Trump,Texas,Donald Trump,1962,"$80,000 - $99,999",Mitt Romney,54,80000
"No, not in either",NA,NA,Oklahoma,Donald Trump,1956,"$70,000 - $79,999",NA,60,70000
"No, not in either",NA,NA,Ohio,Hillary Clinton,1956,"$30,000 - $39,999",Barack Obama,60,30000
"No, not in either",NA,NA,Arizona,Hillary Clinton,1947,"$70,000 - $79,999",Barack Obama,69,70000
"No, not in either",NA,NA,Louisiana,Donald Trump,1957,"$80,000 - $99,999",NA,59,80000
In the Republican primary,NA,Donald Trump,Mississippi,Donald Trump,1947,"$40,000 - $49,999",Mitt Romney,69,40000
In the Democratic primary,Bernie Sanders,NA,Connecticut,Jill Stein,1963,"$150,000 or more",Barack Obama,53,150000
"No, not in either",NA,NA,Minnesota,Gary Johnson,1952,"$150,000 or more",Barack Obama,64,150000
In the Democratic primary,Hillary Clinton,NA,Iowa,Hillary Clinton,1938,"$30,000 - $39,999",Barack Obama,78,30000
In the Republican primary,NA,John Kasich,Illinois,Hillary Clinton,1965,"$120,000 - $149,999",Mitt Romney,51,120000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1951,"$120,000 - $149,999",Barack Obama,65,120000
In the Republican primary,NA,Marco Rubio,Virginia,Donald Trump,1956,"$100,000 - $119,999",Mitt Romney,60,100000
In the Republican primary,NA,Donald Trump,Connecticut,Donald Trump,1974,"$70,000 - $79,999",Mitt Romney,42,70000
"No, not in either",NA,NA,New York,Donald Trump,1968,"$40,000 - $49,999",Mitt Romney,48,40000
In the Republican primary,NA,Donald Trump,Arizona,Hillary Clinton,1955,Prefer not to say,Barack Obama,61,NA
"No, not in either",NA,NA,Colorado,Hillary Clinton,1955,"$70,000 - $79,999",Barack Obama,61,70000
In the Republican primary,NA,Ted Cruz,Wisconsin,Donald Trump,1948,"$10,000 - $19,999",Mitt Romney,68,10000
In the Democratic primary,Hillary Clinton,NA,Pennsylvania,Hillary Clinton,1946,"$20,000 - $29,999",Barack Obama,70,20000
In the Democratic primary,Hillary Clinton,NA,Texas,Hillary Clinton,1978,"$100,000 - $119,999",Barack Obama,38,100000
In the Republican primary,NA,Marco Rubio,Florida,Donald Trump,1983,"$60,000 - $69,999",Mitt Romney,33,60000
In the Republican primary,NA,Donald Trump,North Carolina,Donald Trump,1972,"$150,000 or more",Mitt Romney,44,150000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1941,"$50,000 - $59,999",Barack Obama,75,50000
"No, not in either",NA,NA,Iowa,Hillary Clinton,1977,"$120,000 - $149,999",Barack Obama,39,120000
In the Democratic primary,Bernie Sanders,NA,Washington,Hillary Clinton,1950,"$50,000 - $59,999",Barack Obama,66,50000
In the Republican primary,NA,Marco Rubio,Virginia,Donald Trump,1965,"$150,000 or more",Mitt Romney,51,150000
"No, not in either",NA,NA,Oklahoma,Hillary Clinton,1964,"$60,000 - $69,999",Barack Obama,52,60000
"No, not in either",NA,NA,Indiana,Hillary Clinton,1940,"$20,000 - $29,999",Barack Obama,76,20000
"No, not in either",NA,NA,Illinois,NA,1983,"$70,000 - $79,999",NA,33,70000
"No, not in either",NA,NA,Maryland,Hillary Clinton,1937,"$40,000 - $49,999",Barack Obama,79,40000
"No, not in either",NA,NA,Florida,Donald Trump,1944,Prefer not to say,Mitt Romney,72,NA
"No, not in either",NA,NA,Illinois,Hillary Clinton,1961,"Less than $10,000",Barack Obama,55,0
"No, not in either",NA,NA,Nevada,Hillary Clinton,1962,"$30,000 - $39,999",Barack Obama,54,30000
In the Republican primary,NA,Donald Trump,Florida,NA,1948,"$40,000 - $49,999",Mitt Romney,68,40000
In the Republican primary,NA,Marco Rubio,Ohio,Gary Johnson,1956,"$120,000 - $149,999",Mitt Romney,60,120000
"Not sure, don't recall",NA,NA,Kentucky,Donald Trump,1948,"$10,000 - $19,999",Mitt Romney,68,10000
In the Democratic primary,Hillary Clinton,NA,Kentucky,Hillary Clinton,1956,"$50,000 - $59,999",NA,60,50000
In the Democratic primary,Hillary Clinton,NA,Ohio,Hillary Clinton,1957,"$80,000 - $99,999",Barack Obama,59,80000
In the Republican primary,NA,Donald Trump,New Jersey,Donald Trump,1951,"$100,000 - $119,999",Mitt Romney,65,100000
"No, not in either",NA,NA,Michigan,Gary Johnson,1980,"$80,000 - $99,999",Barack Obama,36,80000
In the Republican primary,NA,John Kasich,New Jersey,Hillary Clinton,1956,"$120,000 - $149,999",Barack Obama,60,120000
In the Republican primary,NA,Marco Rubio,Alabama,Donald Trump,1954,"$40,000 - $49,999",Mitt Romney,62,40000
In the Democratic primary,Hillary Clinton,NA,Missouri,Hillary Clinton,1938,"$20,000 - $29,999",Barack Obama,78,20000
In the Democratic primary,Bernie Sanders,NA,California,Hillary Clinton,1952,"$70,000 - $79,999",Barack Obama,64,70000
"No, not in either",NA,NA,Arkansas,NA,1967,"$50,000 - $59,999",NA,49,50000
"No, not in either",NA,NA,South Carolina,Donald Trump,1948,"$30,000 - $39,999",NA,68,30000
"No, not in either",NA,NA,Colorado,Donald Trump,1946,Prefer not to say,Mitt Romney,70,NA
"No, not in either",NA,NA,Hawaii,Hillary Clinton,1958,"$80,000 - $99,999",Barack Obama,58,80000
In the Republican primary,NA,Donald Trump,Missouri,Donald Trump,1961,"$20,000 - $29,999",Mitt Romney,55,20000
In the Republican primary,NA,Ted Cruz,Wisconsin,Donald Trump,1942,"$20,000 - $29,999",Mitt Romney,74,20000
In the Democratic primary,Hillary Clinton,NA,South Carolina,Hillary Clinton,1962,"$50,000 - $59,999",Barack Obama,54,50000
In the Democratic primary,Hillary Clinton,NA,Alabama,Hillary Clinton,1964,"$50,000 - $59,999",NA,52,50000
In the Democratic primary,Bernie Sanders,NA,Washington,Hillary Clinton,1985,"$70,000 - $79,999",Barack Obama,31,70000
In the Republican primary,NA,Donald Trump,Georgia,Donald Trump,1949,"$80,000 - $99,999",Mitt Romney,67,80000
"No, not in either",NA,NA,Minnesota,NA,1956,"Less than $10,000",Barack Obama,60,0
In the Republican primary,NA,John Kasich,New York,Donald Trump,1961,"$30,000 - $39,999",Mitt Romney,55,30000
In the Democratic primary,Bernie Sanders,NA,Missouri,Donald Trump,1955,"$120,000 - $149,999",Mitt Romney,61,120000
In the Democratic primary,Bernie Sanders,NA,California,Hillary Clinton,1978,"$50,000 - $59,999",Barack Obama,38,50000
In the Democratic primary,Someone else,NA,Colorado,Hillary Clinton,1953,"$30,000 - $39,999",Barack Obama,63,30000
"No, not in either",NA,NA,Pennsylvania,NA,1979,"$10,000 - $19,999",NA,37,10000
In the Democratic primary,Hillary Clinton,NA,Maryland,Hillary Clinton,1966,"$100,000 - $119,999",Barack Obama,50,100000
"No, not in either",NA,NA,New York,Donald Trump,1981,"$100,000 - $119,999",Mitt Romney,35,100000
In the Republican primary,NA,Donald Trump,Michigan,Donald Trump,1968,"$50,000 - $59,999",Mitt Romney,48,50000
"No, not in either",NA,NA,South Carolina,Donald Trump,1966,"$30,000 - $39,999",Barack Obama,50,30000
"No, not in either",NA,NA,Nebraska,Gary Johnson,1951,"$30,000 - $39,999",Mitt Romney,65,30000
In the Republican primary,NA,Ted Cruz,Pennsylvania,Donald Trump,1965,"$100,000 - $119,999",Mitt Romney,51,100000
In the Democratic primary,Hillary Clinton,NA,Ohio,Hillary Clinton,1960,"Less than $10,000",Barack Obama,56,0
"No, not in either",NA,NA,Michigan,NA,1983,"$20,000 - $29,999",Barack Obama,33,20000
In the Republican primary,NA,John Kasich,Delaware,Donald Trump,1948,"$50,000 - $59,999",Mitt Romney,68,50000
"No, not in either",NA,NA,Louisiana,Donald Trump,1941,"$10,000 - $19,999",Mitt Romney,75,10000
In the Democratic primary,Hillary Clinton,NA,Indiana,Hillary Clinton,1950,"$10,000 - $19,999",Mitt Romney,66,10000
In the Republican primary,NA,Donald Trump,Tennessee,Donald Trump,1966,"$20,000 - $29,999",Mitt Romney,50,20000
In the Democratic primary,Hillary Clinton,NA,New Jersey,Hillary Clinton,1954,"$150,000 or more",Barack Obama,62,150000
"No, not in either",NA,NA,California,Hillary Clinton,1985,"$50,000 - $59,999",Barack Obama,31,50000
In the Republican primary,NA,Ted Cruz,Colorado,Donald Trump,1949,"$50,000 - $59,999",Mitt Romney,67,50000
In the Republican primary,NA,Ted Cruz,Texas,Donald Trump,1946,"$50,000 - $59,999",Mitt Romney,70,50000
In the Republican primary,NA,Ted Cruz,Nevada,Donald Trump,1953,"$80,000 - $99,999",Mitt Romney,63,80000
In the Democratic primary,Bernie Sanders,NA,Utah,Hillary Clinton,1981,"$40,000 - $49,999",Barack Obama,35,40000
In the Democratic primary,Hillary Clinton,NA,Texas,Hillary Clinton,1946,"$30,000 - $39,999",Barack Obama,70,30000
"No, not in either",NA,NA,California,Hillary Clinton,1957,"$150,000 or more",Barack Obama,59,150000
In the Democratic primary,Hillary Clinton,NA,Illinois,Hillary Clinton,1979,"$80,000 - $99,999",Barack Obama,37,80000
In the Republican primary,NA,Ted Cruz,Florida,Donald Trump,1960,"$70,000 - $79,999",Mitt Romney,56,70000
In the Democratic primary,Hillary Clinton,NA,Maryland,Hillary Clinton,1989,"$150,000 or more",Barack Obama,27,150000
In the Republican primary,NA,Ted Cruz,California,Other,1977,"$40,000 - $49,999",Other candidate,39,40000
"Not sure, don't recall",NA,NA,Michigan,Hillary Clinton,1975,"$30,000 - $39,999",Barack Obama,41,30000
In the Democratic primary,Bernie Sanders,NA,Massachusetts,Hillary Clinton,1987,Prefer not to say,Barack Obama,29,NA
In the Democratic primary,Hillary Clinton,NA,Massachusetts,Hillary Clinton,1979,"$100,000 - $119,999",Barack Obama,37,100000
"No, not in either",NA,NA,Arizona,Hillary Clinton,1970,"$10,000 - $19,999",Barack Obama,46,10000
In the Democratic primary,Bernie Sanders,NA,Arizona,Hillary Clinton,1969,"$70,000 - $79,999",Barack Obama,47,70000
In the Republican primary,NA,John Kasich,Illinois,Donald Trump,1958,"$70,000 - $79,999",Mitt Romney,58,70000
In the Republican primary,NA,Donald Trump,California,Donald Trump,1958,"$60,000 - $69,999",Mitt Romney,58,60000
In the Democratic primary,Bernie Sanders,NA,Texas,Hillary Clinton,1967,Prefer not to say,Barack Obama,49,NA
In the Republican primary,NA,Donald Trump,Texas,Donald Trump,1974,"$120,000 - $149,999",Mitt Romney,42,120000
In the Republican primary,NA,Marco Rubio,Washington,Gary Johnson,1943,"$30,000 - $39,999",Mitt Romney,73,30000
In the Republican primary,NA,Marco Rubio,Virginia,Donald Trump,1935,Prefer not to say,Mitt Romney,81,NA
In the Democratic primary,Bernie Sanders,NA,Nevada,Hillary Clinton,1941,"$20,000 - $29,999",Barack Obama,75,20000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1963,"$50,000 - $59,999",Barack Obama,53,50000
In the Republican primary,NA,Marco Rubio,Texas,Donald Trump,1962,"$150,000 or more",Mitt Romney,54,150000
In the Democratic primary,Hillary Clinton,NA,Alabama,Hillary Clinton,1954,"$150,000 or more",Barack Obama,62,150000
"Not sure, don't recall",NA,NA,Mississippi,Hillary Clinton,1959,"$30,000 - $39,999",Mitt Romney,57,30000
In the Republican primary,NA,Donald Trump,South Carolina,Donald Trump,1979,"$80,000 - $99,999",Mitt Romney,37,80000
In the Democratic primary,Hillary Clinton,NA,Georgia,Hillary Clinton,1955,Prefer not to say,Barack Obama,61,NA
In the Democratic primary,Hillary Clinton,NA,Illinois,Hillary Clinton,1957,"$150,000 or more",Barack Obama,59,150000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1953,"$20,000 - $29,999",NA,63,20000
In the Democratic primary,Bernie Sanders,NA,Wisconsin,Hillary Clinton,1944,"$40,000 - $49,999",Barack Obama,72,40000
In the Democratic primary,Bernie Sanders,NA,New Mexico,Hillary Clinton,1987,"$20,000 - $29,999",Barack Obama,29,20000
"No, not in either",NA,NA,North Carolina,Donald Trump,1989,Prefer not to say,NA,27,NA
"No, not in either",NA,NA,Iowa,Gary Johnson,1983,"$20,000 - $29,999",Other candidate,33,20000
In the Republican primary,NA,Donald Trump,Tennessee,Donald Trump,1970,"$80,000 - $99,999",Mitt Romney,46,80000
"No, not in either",NA,NA,New York,Donald Trump,1943,"$30,000 - $39,999",Mitt Romney,73,30000
"No, not in either",NA,NA,New Jersey,Hillary Clinton,1981,NA,Barack Obama,35,NA
In the Republican primary,NA,Ted Cruz,Pennsylvania,Donald Trump,1955,"$30,000 - $39,999",Mitt Romney,61,30000
"No, not in either",NA,NA,Pennsylvania,Donald Trump,1958,"$150,000 or more",Mitt Romney,58,150000
In the Democratic primary,Hillary Clinton,NA,North Carolina,Hillary Clinton,1949,"$30,000 - $39,999",Barack Obama,67,30000
In the Democratic primary,Hillary Clinton,NA,Pennsylvania,Hillary Clinton,1945,"$40,000 - $49,999",Barack Obama,71,40000
"Not sure, don't recall",NA,NA,Texas,Did not vote for President,1988,"$20,000 - $29,999",NA,28,20000
In the Republican primary,NA,Donald Trump,Arizona,Donald Trump,1964,"Less than $10,000",Mitt Romney,52,0
In the Republican primary,NA,Donald Trump,California,Donald Trump,1944,"$30,000 - $39,999",Mitt Romney,72,30000
In the Democratic primary,Bernie Sanders,NA,California,Jill Stein,1952,"$30,000 - $39,999",Barack Obama,64,30000
"No, not in either",NA,NA,Nevada,Donald Trump,1957,"$70,000 - $79,999",Barack Obama,59,70000
